Timestamp,Site - PV Power,Site - Load Power,Site - Grid Power,Site - Battery Power
Mon Nov 06 2017 10:18:00 GMT+0800 (SGT),5.625,2.966,-2.522,0.068
Mon Nov 06 2017 10:19:00 GMT+0800 (SGT),,3.7065,-15.386,
Mon Nov 06 2017 10:20:00 GMT+0800 (SGT),,,,0.216
Mon Nov 06 2017 10:21:00 GMT+0800 (SGT),,,-4.141,
Mon Nov 06 2017 10:22:00 GMT+0800 (SGT),6.587,,-15,0.37
Mon Nov 06 2017 10:23:00 GMT+0800 (SGT),7.3,,,0.199
Mon Nov 06 2017 10:24:00 GMT+0800 (SGT),,,-2.307,0.336
Mon Nov 06 2017 10:25:00 GMT+0800 (SGT),4.73,,-0.435,0.017
Mon Nov 06 2017 10:26:00 GMT+0800 (SGT),,,,0.159
Mon Nov 06 2017 10:27:00 GMT+0800 (SGT),4.607,3.992,-0.296,-0.074
Mon Nov 06 2017 10:28:00 GMT+0800 (SGT),,,,0.307
Mon Nov 06 2017 10:29:00 GMT+0800 (SGT),4.479,,-0.499,0.199
Mon Nov 06 2017 10:30:00 GMT+0800 (SGT),,3.747,,
Mon Nov 06 2017 10:32:00 GMT+0800 (SGT),5.297,,-0.767,
Mon Nov 06 2017 10:33:00 GMT+0800 (SGT),4.2,3.76,-0.241,
Mon Nov 06 2017 10:34:00 GMT+0800 (SGT),,,,-0.296
Mon Nov 06 2017 10:35:00 GMT+0800 (SGT),,,,-0.5
Mon Nov 06 2017 10:36:00 GMT+0800 (SGT),2.366,,,
Mon Nov 06 2017 10:37:00 GMT+0800 (SGT),,,-0.154,-1.894
Mon Nov 06 2017 10:38:00 GMT+0800 (SGT),2.24,,,
Mon Nov 06 2017 10:39:00 GMT+0800 (SGT),3.0835,3.506,-0.15,-0.749
Mon Nov 06 2017 10:40:00 GMT+0800 (SGT),,,-3.292,0.216
Mon Nov 06 2017 10:42:00 GMT+0800 (SGT),,,,0.29
Mon Nov 06 2017 10:43:00 GMT+0800 (SGT),,3.931,,0.29
Mon Nov 06 2017 10:44:00 GMT+0800 (SGT),3.732,3.868,0.012,
Mon Nov 06 2017 10:45:00 GMT+0800 (SGT),3.362,3.767,,
Mon Nov 06 2017 10:47:00 GMT+0800 (SGT),,3.686,-0.0225,-0.386
Mon Nov 06 2017 10:48:00 GMT+0800 (SGT),,,,0.182
Mon Nov 06 2017 10:49:00 GMT+0800 (SGT),4.065,,,
Mon Nov 06 2017 10:50:00 GMT+0800 (SGT),,3.981,-0.003,-0.164
Mon Nov 06 2017 10:51:00 GMT+0800 (SGT),,4.325,,
Mon Nov 06 2017 10:52:00 GMT+0800 (SGT),2.638,4.155,-0.089,-1.423
Mon Nov 06 2017 10:53:00 GMT+0800 (SGT),,4.198,,
Mon Nov 06 2017 10:54:00 GMT+0800 (SGT),,4.367,,-3.128
Mon Nov 06 2017 10:55:00 GMT+0800 (SGT),1.1275,,0.362,
Mon Nov 06 2017 10:56:00 GMT+0800 (SGT),0.912,,,
Mon Nov 06 2017 10:57:00 GMT+0800 (SGT),0.744,4.365,,
Mon Nov 06 2017 10:58:00 GMT+0800 (SGT),0.716,,,
Mon Nov 06 2017 10:59:00 GMT+0800 (SGT),,4.189,,
Mon Nov 06 2017 11:00:00 GMT+0800 (SGT),0.351,,,
Mon Nov 06 2017 11:01:00 GMT+0800 (SGT),0.258,,0.097,-3.592
Mon Nov 06 2017 11:02:00 GMT+0800 (SGT),0.226,3.977,-0.139,-4.026
Mon Nov 06 2017 11:03:00 GMT+0800 (SGT),0.195,4.146,0.104,
Mon Nov 06 2017 11:04:00 GMT+0800 (SGT),0.135,4.619,0.262,-5.905
Mon Nov 06 2017 11:05:00 GMT+0800 (SGT),0.12,4.279,-0.335,-4.796
Mon Nov 06 2017 11:06:00 GMT+0800 (SGT),0.1035,3.301,0.577,-2.617
Mon Nov 06 2017 11:07:00 GMT+0800 (SGT),0.078,4.441,0.046,-3.931
Mon Nov 06 2017 11:08:00 GMT+0800 (SGT),,4.1315,0.033,
Mon Nov 06 2017 11:09:00 GMT+0800 (SGT),0.049,3.034,0.024,-3.447
Mon Nov 06 2017 11:10:00 GMT+0800 (SGT),,4.712,,-3.521
Mon Nov 06 2017 11:11:00 GMT+0800 (SGT),,3.954,-0.035,-3.931
Mon Nov 06 2017 11:12:00 GMT+0800 (SGT),,2.182,,-3.1935
Mon Nov 06 2017 11:13:00 GMT+0800 (SGT),0.115,3.166,0.126,
Mon Nov 06 2017 11:14:00 GMT+0800 (SGT),0.118,,-0.088,-4.264
Mon Nov 06 2017 11:15:00 GMT+0800 (SGT),,,-0.3345,-4.367
Mon Nov 06 2017 11:16:00 GMT+0800 (SGT),,2.746,-0.127,-3.5055
Mon Nov 06 2017 11:17:00 GMT+0800 (SGT),0.195,,-0.311,-4.354
Mon Nov 06 2017 11:18:00 GMT+0800 (SGT),0.198,4.67,0.184,-4.058
Mon Nov 06 2017 11:19:00 GMT+0800 (SGT),0.211,3.951,0.0665,-3.772
Mon Nov 06 2017 11:20:00 GMT+0800 (SGT),,3.846,0.0255,-4.455
Mon Nov 06 2017 11:21:00 GMT+0800 (SGT),0.226,3.55,-0.127,-3.456
Mon Nov 06 2017 11:22:00 GMT+0800 (SGT),0.215,3.688,-0.29,-4.097
Mon Nov 06 2017 11:23:00 GMT+0800 (SGT),0.216,3.356,-0.19,-3.525
Mon Nov 06 2017 11:24:00 GMT+0800 (SGT),0.257,3.6055,-0.089,
Mon Nov 06 2017 11:25:00 GMT+0800 (SGT),,,,-2.682
Mon Nov 06 2017 11:26:00 GMT+0800 (SGT),0.428,3.5405,-0.0505,-3.09
Mon Nov 06 2017 11:27:00 GMT+0800 (SGT),0.5,3.545,0.316,-2.996
Mon Nov 06 2017 11:28:00 GMT+0800 (SGT),,3.015,-0.36,
Mon Nov 06 2017 11:29:00 GMT+0800 (SGT),,3.913,0.127,-3.058
Mon Nov 06 2017 11:30:00 GMT+0800 (SGT),0.863,,0.1,-3.1265
Mon Nov 06 2017 11:31:00 GMT+0800 (SGT),1.027,,0.666,
Mon Nov 06 2017 11:32:00 GMT+0800 (SGT),,3.182,0.154,-2.726
Mon Nov 06 2017 11:33:00 GMT+0800 (SGT),1.215,4.508,0.306,
Mon Nov 06 2017 11:34:00 GMT+0800 (SGT),,,-0.252,-2.261
Mon Nov 06 2017 11:35:00 GMT+0800 (SGT),1.492,,-0.0135,-1.777
Mon Nov 06 2017 11:36:00 GMT+0800 (SGT),1.649,3.442,-0.0165,
Mon Nov 06 2017 11:37:00 GMT+0800 (SGT),1.689,3.547,,-1.557
Mon Nov 06 2017 11:38:00 GMT+0800 (SGT),1.601,3.6785,,-2.028
Mon Nov 06 2017 11:39:00 GMT+0800 (SGT),1.485,,,-2.026
Mon Nov 06 2017 11:40:00 GMT+0800 (SGT),1.432,,0.088,-2.09
Mon Nov 06 2017 11:41:00 GMT+0800 (SGT),,3.697,0.006,
Mon Nov 06 2017 11:42:00 GMT+0800 (SGT),1.2235,,0.029,-2.328
Mon Nov 06 2017 11:43:00 GMT+0800 (SGT),,,,-2.957
Mon Nov 06 2017 11:44:00 GMT+0800 (SGT),0.834,,-0.05,-3.047
Mon Nov 06 2017 11:45:00 GMT+0800 (SGT),0.628,,0.17,-3.307
Mon Nov 06 2017 11:46:00 GMT+0800 (SGT),,3.823,-0.262,-3.28
Mon Nov 06 2017 11:47:00 GMT+0800 (SGT),0.66,4.404,-0.054,-3.23
Mon Nov 06 2017 11:48:00 GMT+0800 (SGT),0.76,3.9375,-0.038,
Mon Nov 06 2017 11:49:00 GMT+0800 (SGT),,4.158,0.096,-3.288
Mon Nov 06 2017 11:50:00 GMT+0800 (SGT),0.8635,4.227,-0.033,-3.456
Mon Nov 06 2017 11:51:00 GMT+0800 (SGT),0.8385,4.314,-0.333,-3.708
Mon Nov 06 2017 11:52:00 GMT+0800 (SGT),,,0.0805,-4.462
Mon Nov 06 2017 11:53:00 GMT+0800 (SGT),0.733,4.228,,-3.477
Mon Nov 06 2017 11:54:00 GMT+0800 (SGT),0.7205,,0.001,-3.2415
Mon Nov 06 2017 11:55:00 GMT+0800 (SGT),,4.542,0.0845,-3.719
Mon Nov 06 2017 11:56:00 GMT+0800 (SGT),0.57,4.374,0.118,-3.7455
Mon Nov 06 2017 11:57:00 GMT+0800 (SGT),0.494,4.75,0.139,-4.4015
Mon Nov 06 2017 11:58:00 GMT+0800 (SGT),0.423,4.234,0.001,-3.77
Mon Nov 06 2017 11:59:00 GMT+0800 (SGT),0.431,3.83,0.175,-3.296
Mon Nov 06 2017 12:00:00 GMT+0800 (SGT),0.429,4.818,-0.091,-3.91
Mon Nov 06 2017 12:01:00 GMT+0800 (SGT),0.4,4.097,,
Mon Nov 06 2017 12:02:00 GMT+0800 (SGT),0.3705,3.536,-0.183,
Mon Nov 06 2017 12:03:00 GMT+0800 (SGT),0.321,,-0.014,
Mon Nov 06 2017 12:04:00 GMT+0800 (SGT),0.2335,,-0.0895,-3.561
Mon Nov 06 2017 12:05:00 GMT+0800 (SGT),0.15,4.0585,,
Mon Nov 06 2017 12:06:00 GMT+0800 (SGT),0.156,4.184,0.0585,-4.207
Mon Nov 06 2017 12:07:00 GMT+0800 (SGT),,4.535,0.191,
Mon Nov 06 2017 12:08:00 GMT+0800 (SGT),0.199,4.129,-0.113,-4.04
Mon Nov 06 2017 12:09:00 GMT+0800 (SGT),,,0.086,-4.0165
Mon Nov 06 2017 12:10:00 GMT+0800 (SGT),0.2685,,,-4.342
Mon Nov 06 2017 12:11:00 GMT+0800 (SGT),0.2725,4.128,0.001,-3.882
Mon Nov 06 2017 12:12:00 GMT+0800 (SGT),0.271,4.8,0.0505,-4.584
Mon Nov 06 2017 12:13:00 GMT+0800 (SGT),0.274,,-0.15,-3.996
Mon Nov 06 2017 12:14:00 GMT+0800 (SGT),0.2855,3.146,0.01,
Mon Nov 06 2017 12:16:00 GMT+0800 (SGT),0.376,,,
Mon Nov 06 2017 12:17:00 GMT+0800 (SGT),,5.083,,
Mon Nov 06 2017 12:18:00 GMT+0800 (SGT),,,0.075,
Mon Nov 06 2017 12:21:00 GMT+0800 (SGT),,3.822,,
Mon Nov 06 2017 12:23:00 GMT+0800 (SGT),,5.309,,
Mon Nov 06 2017 12:27:00 GMT+0800 (SGT),,4.66,,
Mon Nov 06 2017 12:37:00 GMT+0800 (SGT),,3.88,,-2.359
Mon Nov 06 2017 12:38:00 GMT+0800 (SGT),1.747,,,-2.172
Mon Nov 06 2017 12:39:00 GMT+0800 (SGT),,,,-1.777
Mon Nov 06 2017 12:40:00 GMT+0800 (SGT),1.74,,0.12,
Mon Nov 06 2017 12:41:00 GMT+0800 (SGT),,3.488,0.135,
Mon Nov 06 2017 12:42:00 GMT+0800 (SGT),,,,-2.266
Mon Nov 06 2017 12:43:00 GMT+0800 (SGT),,,0.032,
Mon Nov 06 2017 12:45:00 GMT+0800 (SGT),,3.672,,
