Timestamp,Site - PV Power,Site - Load Power,Site - Grid Power,Site - Battery Power,MPPT - Current,MPPT - Voltage,BMS - Battery Voltage,BMS - Battery Current,BMS - Temperature,BMS - Amp Hour Charge
Mon Nov 06 2017 11:30:00 GMT+0800 (SGT),0.863,4.469,0.1,-3.1265,,,55.395,41.18,26,1.031
Mon Nov 06 2017 11:31:00 GMT+0800 (SGT),1,3.817,0.666,,,,55.335,51.6995,,
Mon Nov 06 2017 11:32:00 GMT+0800 (SGT),1.103,3.182,-0.1905,-2.726,,,55.28,58.132,26,0.967
Mon Nov 06 2017 11:33:00 GMT+0800 (SGT),1.2465,4.508,0.306,-2.762,,,55.27,49.872,26,0.957
Mon Nov 06 2017 11:34:00 GMT+0800 (SGT),,3.364,-0.252,-2.261,,,55.3,43.039,26,0.933
Mon Nov 06 2017 11:35:00 GMT+0800 (SGT),1.492,,-0.0135,-1.777,,,55.29,38.733,26,
Mon Nov 06 2017 11:36:00 GMT+0800 (SGT),1.649,3.442,-0.0165,-2.018,,,55.28,35.8465,26,0.855
Mon Nov 06 2017 11:37:00 GMT+0800 (SGT),1.6895,3.547,-0.077,-1.746,,,55.27,36.1315,26,0.806
Mon Nov 06 2017 11:38:00 GMT+0800 (SGT),1.6315,3.6785,-0.098,-2.028,,,55.245,38.924,26,0.763
Mon Nov 06 2017 11:39:00 GMT+0800 (SGT),1.485,,0.004,-2.026,,,55.195,42.503,26,0.732
Mon Nov 06 2017 11:40:00 GMT+0800 (SGT),1.4225,,0.088,-2.09,,,55.155,46.103,26,0.722
Mon Nov 06 2017 11:41:00 GMT+0800 (SGT),1.36,3.697,0.006,,,,55.14,,26,
Mon Nov 06 2017 11:42:00 GMT+0800 (SGT),1.2235,,0.029,-2.325,,,,48.029,26,0.7285
Mon Nov 06 2017 11:43:00 GMT+0800 (SGT),0.9625,3.7,0.107,-2.957,,,55.01,51.896,26,0.735
Mon Nov 06 2017 11:44:00 GMT+0800 (SGT),0.834,3.68,-0.05,-3.047,,,54.97,57.982,26,0.776
Mon Nov 06 2017 11:45:00 GMT+0800 (SGT),0.628,4.117,0.17,-3.307,,,54.9,63.198,26,0.848
Mon Nov 06 2017 11:46:00 GMT+0800 (SGT),0.61,3.823,-0.262,-3.28,,,54.81,,26,
Mon Nov 06 2017 11:47:00 GMT+0800 (SGT),0.66,4.404,-0.054,-3.526,,,54.81,69.017,26,0.9155
Mon Nov 06 2017 11:48:00 GMT+0800 (SGT),0.76,3.9375,-0.038,-3.2405,,,54.77,64.4075,26,0.933
Mon Nov 06 2017 11:49:00 GMT+0800 (SGT),0.794,4.087,-0.012,-3.288,,,54.75,65.5325,26,0.9655
Mon Nov 06 2017 11:50:00 GMT+0800 (SGT),0.8635,4.3285,-0.033,-3.456,,,54.675,67.749,26,0.985
Mon Nov 06 2017 11:51:00 GMT+0800 (SGT),0.8385,4.3975,-0.333,-3.708,,,54.605,,26,
Mon Nov 06 2017 11:52:00 GMT+0800 (SGT),0.779,4.531,0.0805,-4.462,,,,74.495,26,
Mon Nov 06 2017 11:53:00 GMT+0800 (SGT),0.733,4.228,,-3.477,,,54.56,64.633,26,1.056
Mon Nov 06 2017 11:54:00 GMT+0800 (SGT),0.7205,,0.001,-3.2415,,,54.515,68.648,26,1.076
Mon Nov 06 2017 11:55:00 GMT+0800 (SGT),,4.4125,0.0845,-3.645,,,54.455,59.674,26,1.088
Mon Nov 06 2017 11:56:00 GMT+0800 (SGT),0.57,4.374,0.118,-3.7455,,,54.405,71.745,26,1.101
Mon Nov 06 2017 11:57:00 GMT+0800 (SGT),0.494,4.75,0.139,-4.4015,,,54.33,70.416,26,1.124
Mon Nov 06 2017 11:58:00 GMT+0800 (SGT),0.4285,4.234,-0.0145,-3.77,,,54.28,76.811,26,1.142
Mon Nov 06 2017 11:59:00 GMT+0800 (SGT),0.431,3.83,0.175,-3.296,,,54.235,77.2085,26,1.167
Mon Nov 06 2017 12:00:00 GMT+0800 (SGT),0.4295,4.818,-0.091,-3.91,,,54.21,73.798,26,1.19
Mon Nov 06 2017 12:01:00 GMT+0800 (SGT),0.4135,4.097,-0.075,-3.828,,,54.14,73.741,26,1.21
Mon Nov 06 2017 12:02:00 GMT+0800 (SGT),0.3705,3.536,-0.183,,,,54.115,70.0535,26,1.21
Mon Nov 06 2017 12:03:00 GMT+0800 (SGT),0.321,,0.041,-3.869,,,54.045,74.882,26,
Mon Nov 06 2017 12:04:00 GMT+0800 (SGT),0.2335,4.1375,-0.0895,-3.994,,,53.98,80.804,26,1.228
Mon Nov 06 2017 12:05:00 GMT+0800 (SGT),0.15,4.0585,0,,,,53.945,72.743,,1.241
Mon Nov 06 2017 12:06:00 GMT+0800 (SGT),0.144,4.184,0.0585,-4.207,,,53.88,77.6815,26,1.263
Mon Nov 06 2017 12:07:00 GMT+0800 (SGT),0.171,4.535,0.191,,,,53.83,79.77,26,1.271
Mon Nov 06 2017 12:08:00 GMT+0800 (SGT),0.2135,4.129,-0.0665,-4.04,,,53.75,81.166,26,1.278
Mon Nov 06 2017 12:09:00 GMT+0800 (SGT),,,0.086,-4.0165,,,53.71,79.584,26,
Mon Nov 06 2017 12:10:00 GMT+0800 (SGT),0.2685,,,-4.342,,,53.67,80.128,26,1.297
Mon Nov 06 2017 12:11:00 GMT+0800 (SGT),0.2725,4.308,0.001,-4.0485,,,53.64,73.401,26,1.292
Mon Nov 06 2017 12:12:00 GMT+0800 (SGT),0.271,4.8,0.0505,-4.584,,,53.56,84.704,26,1.2855
Mon Nov 06 2017 12:13:00 GMT+0800 (SGT),0.274,4.12,-0.15,-3.996,,,53.56,72.317,,
Mon Nov 06 2017 12:14:00 GMT+0800 (SGT),0.2855,3.146,0.01,,,,53.49,79.926,26,1.293
Mon Nov 06 2017 12:15:00 GMT+0800 (SGT),,4.689,0.482,-4.341,,,53.39,81.067,26,1.297
Mon Nov 06 2017 12:16:00 GMT+0800 (SGT),0.367,4.251,-0.232,-3.86,,,53.41,77.019,26,1.299
Mon Nov 06 2017 12:17:00 GMT+0800 (SGT),0.397,5.083,-0.232,-4.572,,,53.34,76.7595,26,1.298
Mon Nov 06 2017 12:18:00 GMT+0800 (SGT),0.4195,4.157,0.075,-3.657,,,53.28,75.682,26,1.292
Mon Nov 06 2017 12:19:00 GMT+0800 (SGT),0.4365,4.373,0.0245,-3.977,,,53.23,77.342,26,1.276
Mon Nov 06 2017 12:20:00 GMT+0800 (SGT),0.464,3.932,-0.081,,,,,,26,1.276
Mon Nov 06 2017 12:21:00 GMT+0800 (SGT),0.5065,4.02,-0.176,-3.48,,,53.18,68.42,26,1.271
Mon Nov 06 2017 12:22:00 GMT+0800 (SGT),0.56,3.996,-0.0755,-3.714,,,53.18,,26,
Mon Nov 06 2017 12:23:00 GMT+0800 (SGT),,5.309,0.084,-3.494,,,,65.977,26,1.245
Mon Nov 06 2017 12:24:00 GMT+0800 (SGT),,4.263,-0.015,,,,53.06,,26,
Mon Nov 06 2017 12:25:00 GMT+0800 (SGT),0.644,4.274,0.013,-3.604,,,53.02,71.801,26,1.225
Mon Nov 06 2017 12:26:00 GMT+0800 (SGT),0.713,4.362,0.451,-3.588,,,53,66.955,26,1.213
Mon Nov 06 2017 12:27:00 GMT+0800 (SGT),,4.1365,0.206,-4.137,,,52.93,,,1.204
Mon Nov 06 2017 12:28:00 GMT+0800 (SGT),,3.985,-0.339,-3.502,,,52.94,68.607,26,1.199
Mon Nov 06 2017 12:29:00 GMT+0800 (SGT),0.839,,,-3.423,,,,,,
Mon Nov 06 2017 12:30:00 GMT+0800 (SGT),,,-0.034,-3.121,,,52.87,,,
Mon Nov 06 2017 12:31:00 GMT+0800 (SGT),0.858,4.187,0.064,,,,52.865,59.957,26,
Mon Nov 06 2017 12:32:00 GMT+0800 (SGT),0.957,,-0.044,,,,,57.673,26,
Mon Nov 06 2017 12:33:00 GMT+0800 (SGT),,3.884,,-3.039,,,,,26,
Mon Nov 06 2017 12:34:00 GMT+0800 (SGT),,3.503,0.216,-2.039,,,,54.819,26,1.064
Mon Nov 06 2017 12:35:00 GMT+0800 (SGT),,3.894,0.145,-2.31,,,52.8,49.681,26,
Mon Nov 06 2017 12:36:00 GMT+0800 (SGT),1.607,3.848,,-2.357,,,,,,
Mon Nov 06 2017 12:37:00 GMT+0800 (SGT),1.695,3.963,,-2.359,,,52.81,41.723,26,0.936
Mon Nov 06 2017 12:38:00 GMT+0800 (SGT),1.747,,,-2.172,,,52.8,36.801,26,0.885
Mon Nov 06 2017 12:39:00 GMT+0800 (SGT),1.741,3.652,-0.067,-1.777,,,,,26,0.844
Mon Nov 06 2017 12:40:00 GMT+0800 (SGT),1.741,3.68,0.12,,,,,41.257,,0.806
Mon Nov 06 2017 12:41:00 GMT+0800 (SGT),,3.488,0.0505,,,,52.75,42.581,26,
Mon Nov 06 2017 12:42:00 GMT+0800 (SGT),,3.835,-0.089,-2.266,,,,43.462,26,0.755
Mon Nov 06 2017 12:43:00 GMT+0800 (SGT),1.461,4.088,0.032,-2.518,,,52.69,47.465,,0.749
Mon Nov 06 2017 12:44:00 GMT+0800 (SGT),1.401,3.871,-0.073,-2.43,,,52.63,49.055,26,0.749
Mon Nov 06 2017 12:45:00 GMT+0800 (SGT),,3.841,,-2.216,,,52.58,,26,0.758
Mon Nov 06 2017 12:46:00 GMT+0800 (SGT),,,-0.007,-2.783,,,52.57,53.822,,0.815
Mon Nov 06 2017 12:47:00 GMT+0800 (SGT),1.297,,0.017,-2.409,,,52.56,47.521,,0.821
Mon Nov 06 2017 12:48:00 GMT+0800 (SGT),1.535,3.428,0.02,-1.897,,,52.59,41.749,26,0.799
Mon Nov 06 2017 12:49:00 GMT+0800 (SGT),,3.471,-0.034,-1.713,,,52.6,,,0.7785
Mon Nov 06 2017 12:50:00 GMT+0800 (SGT),,3.761,-0.02,,,,52.6,,26,0.717
Mon Nov 06 2017 12:51:00 GMT+0800 (SGT),2.084,3.58,-0.141,-1.6255,,,52.61,,26,0.68
Mon Nov 06 2017 12:52:00 GMT+0800 (SGT),2.204,3.674,0.042,,,,,15.74,,0.642
Mon Nov 06 2017 12:53:00 GMT+0800 (SGT),2.188,,0.006,-0.946,,,,15.873,26,
Mon Nov 06 2017 12:54:00 GMT+0800 (SGT),2.132,3.06,0.13,-0.857,,,52.66,19.713,26,0.572
Mon Nov 06 2017 12:55:00 GMT+0800 (SGT),2.405,2.804,,,,,52.66,,,0.518
Mon Nov 06 2017 12:56:00 GMT+0800 (SGT),2.562,2.928,0,-0.366,,,52.7,7.415,,0.46
Mon Nov 06 2017 12:57:00 GMT+0800 (SGT),2.853,,-0.059,-0.047,,,52.73,2.2995,26,0.394
Mon Nov 06 2017 12:58:00 GMT+0800 (SGT),,2.829,0.027,-0.115,,,52.735,3.41,26,0.326
Mon Nov 06 2017 12:59:00 GMT+0800 (SGT),2.934,3.119,,,,,52.75,1.588,26,0.216
Mon Nov 06 2017 13:00:00 GMT+0800 (SGT),,2.968,-0.01,-0.104,,,52.75,2.045,26,0.216
Mon Nov 06 2017 13:01:00 GMT+0800 (SGT),2.814,2.986,0.107,-0.1955,,,52.74,,26,0.18
Mon Nov 06 2017 13:02:00 GMT+0800 (SGT),2.765,3.075,,,,,,6.2755,26,0.145
Mon Nov 06 2017 13:03:00 GMT+0800 (SGT),2.749,3.049,,-0.418,,,52.72,12.225,26,0.14
Mon Nov 06 2017 13:04:00 GMT+0800 (SGT),2.8295,3.231,,,,,,8.455,26,0.14
Mon Nov 06 2017 13:05:00 GMT+0800 (SGT),2.97,3.158,,-0.272,,,,,26,0.137
Mon Nov 06 2017 13:06:00 GMT+0800 (SGT),3.0585,2.898,-0.016,0.199,,,52.76,-3.096,26,0.113
Mon Nov 06 2017 13:07:00 GMT+0800 (SGT),3.122,2.906,-0.011,0.209,,,52.77,-2.4955,,0.113
Mon Nov 06 2017 13:08:00 GMT+0800 (SGT),3.192,2.884,0.006,,,,52.77,-3.619,,0.081
Mon Nov 06 2017 13:09:00 GMT+0800 (SGT),3.216,2.904,,,,,52.78,-3.921,,
Mon Nov 06 2017 13:10:00 GMT+0800 (SGT),3.228,3.0765,0.013,,,,52.78,-3.203,,0.058
Mon Nov 06 2017 13:11:00 GMT+0800 (SGT),,2.9705,,,,,52.78,-2.8185,26,0.046
Mon Nov 06 2017 13:12:00 GMT+0800 (SGT),,3.0725,-0.057,0.12,,,52.775,-1.504,,0.037
Mon Nov 06 2017 13:13:00 GMT+0800 (SGT),2.902,,-0.0005,0.0105,,,52.755,,26,
Mon Nov 06 2017 13:14:00 GMT+0800 (SGT),2.923,,,0.178,,,52.75,,,
Mon Nov 06 2017 13:15:00 GMT+0800 (SGT),3.007,2.818,,0.015,,,,-0.203,26,0.035
Mon Nov 06 2017 13:16:00 GMT+0800 (SGT),2.998,3.176,-0.016,-0.214,,,52.73,,26,0.035
Mon Nov 06 2017 13:17:00 GMT+0800 (SGT),2.915,3.162,0.006,-0.246,,,52.73,4.414,26,0.047
Mon Nov 06 2017 13:18:00 GMT+0800 (SGT),2.893,3.149,-0.003,-0.256,,,52.72,5.542,26,
Mon Nov 06 2017 13:19:00 GMT+0800 (SGT),2.897,3.138,,-0.982,,,,18.478,,
Mon Nov 06 2017 13:20:00 GMT+0800 (SGT),,,-0.033,,,,52.61,7.349,,
Mon Nov 06 2017 13:21:00 GMT+0800 (SGT),2.883,4.107,-0.025,,,,52.62,19.15,,0.11
Mon Nov 06 2017 13:22:00 GMT+0800 (SGT),,3.949,-0.0045,-0.961,,,52.57,21.926,,0.156
Mon Nov 06 2017 13:23:00 GMT+0800 (SGT),2.723,4.181,,-1.385,,,52.55,,,0.204
Mon Nov 06 2017 13:24:00 GMT+0800 (SGT),,4.084,-0.114,-1.491,,,,,,0.255
Mon Nov 06 2017 13:25:00 GMT+0800 (SGT),2.528,,-0.043,,,,52.51,26.346,26,0.299
Mon Nov 06 2017 13:26:00 GMT+0800 (SGT),2.405,4.064,,-1.5345,,,,30.867,,0.365
Mon Nov 06 2017 13:27:00 GMT+0800 (SGT),2.3285,,0.088,-1.5095,,,52.465,32.8435,26,0.365
Mon Nov 06 2017 13:28:00 GMT+0800 (SGT),,4.095,0.064,-1.572,,,52.44,33.565,26,
Mon Nov 06 2017 13:29:00 GMT+0800 (SGT),,3.93,0.026,-1.809,,,52.4,40.467,,0.428
Mon Nov 06 2017 13:30:00 GMT+0800 (SGT),2.112,4.1505,0.012,,,,52.38,37.419,26,0.498
Mon Nov 06 2017 13:31:00 GMT+0800 (SGT),,,-0.029,-1.942,,,,41.209,26,
Mon Nov 06 2017 13:32:00 GMT+0800 (SGT),2.03,4.013,,-1.859,,,,,26,
Mon Nov 06 2017 13:33:00 GMT+0800 (SGT),1.99,4.02,-0.2,-2.0945,,,52.34,,,0.551
Mon Nov 06 2017 13:34:00 GMT+0800 (SGT),1.916,,0.074,-1.832,,,52.31,,,0.574
Mon Nov 06 2017 13:35:00 GMT+0800 (SGT),1.844,4.105,,-2.24,,,,44.025,26,
Mon Nov 06 2017 13:36:00 GMT+0800 (SGT),1.782,4.394,,-2.476,,,52.26,43.957,26,
Mon Nov 06 2017 13:37:00 GMT+0800 (SGT),1.7235,,,-2.3325,,,52.23,44.692,,
Mon Nov 06 2017 13:38:00 GMT+0800 (SGT),,3.798,-0.125,-2.243,,,,48.1525,26,0.665
Mon Nov 06 2017 13:39:00 GMT+0800 (SGT),,3.633,0.222,-2.28,,,,44.157,26,0.685
Mon Nov 06 2017 13:40:00 GMT+0800 (SGT),,3.8,-0.068,-2.299,,,52.18,44.959,25.5,0.701
Mon Nov 06 2017 13:41:00 GMT+0800 (SGT),1.56,4.1365,0.0115,-2.496,,,52.14,,25,
Mon Nov 06 2017 13:42:00 GMT+0800 (SGT),,,,-2.817,,,52.11,51.211,25,0.743
Mon Nov 06 2017 13:43:00 GMT+0800 (SGT),1.545,4.39,0.034,-2.363,,,52.08,50.1035,25,0.765
Mon Nov 06 2017 13:44:00 GMT+0800 (SGT),1.537,4.132,-0.08,-2.461,,,52.08,49.401,25,
Mon Nov 06 2017 13:45:00 GMT+0800 (SGT),,3.6425,,-2.129,,,52.09,,25,
Mon Nov 06 2017 13:46:00 GMT+0800 (SGT),1.526,4.643,0.035,-2.881,,,52.07,45.948,,
Mon Nov 06 2017 13:47:00 GMT+0800 (SGT),,4.299,-0.033,-2.571,,,,49.692,25,0.782
Mon Nov 06 2017 13:48:00 GMT+0800 (SGT),1.492,,,,,,52.02,,25,
Mon Nov 06 2017 13:49:00 GMT+0800 (SGT),,,-0.096,,,,52.01,,25,0.787
Mon Nov 06 2017 13:50:00 GMT+0800 (SGT),1.408,3.875,,,,,,,25,0.789
Mon Nov 06 2017 13:52:00 GMT+0800 (SGT),,,,-2.627,,,,,,
Mon Nov 06 2017 13:53:00 GMT+0800 (SGT),1.315,3.8805,0.0665,-2.498,,,51.925,52.2585,25,0.808
Mon Nov 06 2017 13:54:00 GMT+0800 (SGT),1.2805,3.554,0.0245,-2.2485,,,51.9,54.002,25,0.818
Mon Nov 06 2017 13:55:00 GMT+0800 (SGT),1.2535,4.034,0.1325,-2.648,,,51.87,50.0395,25,0.8295
Mon Nov 06 2017 13:56:00 GMT+0800 (SGT),1.1845,3.7665,0.0495,-2.532,,,51.87,49.081,25,0.835
Mon Nov 06 2017 13:57:00 GMT+0800 (SGT),1.1965,3.8255,0.019,-2.6105,,,51.855,51.3005,25,0.836
Mon Nov 06 2017 13:58:00 GMT+0800 (SGT),1.164,3.54,0.0475,-2.329,,,51.83,53.5535,25,0.84
Mon Nov 06 2017 13:59:00 GMT+0800 (SGT),1.129,3.9095,-0.0875,-2.8685,,,51.81,54.873,25,0.844
Mon Nov 06 2017 14:00:00 GMT+0800 (SGT),1.104,3.595,-0.17,-2.662,,,51.79,53.536,25,0.847
Mon Nov 06 2017 14:01:00 GMT+0800 (SGT),1.087,3.9735,0.1515,-2.735,,,51.76,57.502,25,0.869
Mon Nov 06 2017 14:02:00 GMT+0800 (SGT),1.0555,3.922,-0.039,-2.906,,,51.755,57.3315,25,0.888
Mon Nov 06 2017 14:03:00 GMT+0800 (SGT),1.0305,3.72,0.055,-2.634,,,51.73,53.464,25,0.899
Mon Nov 06 2017 14:04:00 GMT+0800 (SGT),1.0045,3.88,-0.1175,-2.994,,,51.705,57.08,25,0.905
Mon Nov 06 2017 14:05:00 GMT+0800 (SGT),0.996,4.014,-0.063,-3.081,,,51.69,58.468,25,0.916
Mon Nov 06 2017 14:06:00 GMT+0800 (SGT),1.011,4.003,0.0275,-2.9645,,,51.67,59.4165,25,0.926
Mon Nov 06 2017 14:07:00 GMT+0800 (SGT),1.0315,3.8395,0.0045,-2.8035,,,51.65,57.113,25,0.93
Mon Nov 06 2017 14:08:00 GMT+0800 (SGT),1.0645,3.8065,0.032,-2.709,,,51.645,55.5725,25,0.934
Mon Nov 06 2017 14:09:00 GMT+0800 (SGT),1.106,3.9,0.0095,-2.784,,,51.635,53.5935,25,0.932
Mon Nov 06 2017 14:10:00 GMT+0800 (SGT),1.1305,3.722,-0.097,-2.689,,,51.63,52.0225,25,0.93
Mon Nov 06 2017 14:11:00 GMT+0800 (SGT),1.143,3.862,0.1115,-2.6075,,,51.62,53.6785,25,0.914
Mon Nov 06 2017 14:12:00 GMT+0800 (SGT),1.1595,3.7565,0.0545,-2.542,,,51.615,50.5975,25,0.901
Mon Nov 06 2017 14:13:00 GMT+0800 (SGT),1.204,3.661,-0.0015,-2.4595,,,51.6,51.1885,25,0.889
Mon Nov 06 2017 14:14:00 GMT+0800 (SGT),1.3105,3.3555,-0.076,-2.105,,,51.6,45.995,25,0.874
Mon Nov 06 2017 14:15:00 GMT+0800 (SGT),1.4175,3.2535,-0.197,-2.0335,,,51.615,42.5415,25,0.852
Mon Nov 06 2017 14:16:00 GMT+0800 (SGT),1.563,3.6005,0.052,-1.9855,,,51.615,42.342,25,0.827
Mon Nov 06 2017 14:17:00 GMT+0800 (SGT),1.7135,3.621,0.0025,-1.905,,,51.64,34.8345,25,0.8
Mon Nov 06 2017 14:18:00 GMT+0800 (SGT),1.8845,3.422,0.1135,-1.4235,,,51.65,30.975,25,0.761
Mon Nov 06 2017 14:19:00 GMT+0800 (SGT),2.055,3.918,0.055,-1.8075,,,51.61,38.45,25,0.726
Mon Nov 06 2017 14:20:00 GMT+0800 (SGT),2.202,3.7625,0.034,-1.5265,,,51.62,35.2895,25,0.702
Mon Nov 06 2017 14:21:00 GMT+0800 (SGT),2.299,3.811,0.013,-1.499,,,51.64,28.995,25,0.68
Mon Nov 06 2017 14:22:00 GMT+0800 (SGT),2.3535,4.044,-0.0225,-1.7125,,,51.64,28.883,25,0.644
Mon Nov 06 2017 14:23:00 GMT+0800 (SGT),2.356,3.71,-0.075,-1.429,,,51.64,31.645,25,
Mon Nov 06 2017 14:24:00 GMT+0800 (SGT),2.368,3.728,0.081,-1.2785,,,51.62,26.904,25,0.584
Mon Nov 06 2017 14:25:00 GMT+0800 (SGT),2.4325,3.6975,-0.0865,-1.352,,,51.625,25.673,25,0.548
Mon Nov 06 2017 14:26:00 GMT+0800 (SGT),2.535,3.69,-0.003,-1.158,,,51.63,23.997,25,0.536
Mon Nov 06 2017 14:27:00 GMT+0800 (SGT),2.5525,3.633,-0.052,-1.133,,,51.635,24.8705,25,0.51
Mon Nov 06 2017 14:28:00 GMT+0800 (SGT),2.523,3.909,0.002,-1.086,,,51.615,24.334,25,0.489
Mon Nov 06 2017 14:29:00 GMT+0800 (SGT),2.5145,3.882,-0.0315,-1.399,,,51.62,21.5615,25,0.472
Mon Nov 06 2017 14:30:00 GMT+0800 (SGT),2.499,3.614,0.0415,-1.073,,,51.605,26.8185,25,0.457
Mon Nov 06 2017 14:31:00 GMT+0800 (SGT),2.4845,3.621,0.028,-0.9345,,,51.61,22.617,25,0.448
Mon Nov 06 2017 14:32:00 GMT+0800 (SGT),2.4425,3.9175,-0.124,-1.5995,,,51.59,27.1895,25,0.442
Mon Nov 06 2017 14:33:00 GMT+0800 (SGT),2.331,3.7765,0.048,-1.3965,,,51.575,26.2625,25,0.444
Mon Nov 06 2017 14:34:00 GMT+0800 (SGT),2.226,3.772,0.026,-1.519,,,51.52,27.571,25,0.456
Mon Nov 06 2017 14:35:00 GMT+0800 (SGT),2.212,3.7875,-0.04,-1.6155,,,51.535,29.894,25,0.473
Mon Nov 06 2017 14:36:00 GMT+0800 (SGT),2.1975,3.907,0.1265,-1.5825,,,51.5,37.398,25,0.486
Mon Nov 06 2017 14:37:00 GMT+0800 (SGT),2.0675,4.029,0.1145,-1.8465,,,51.48,36.8955,25,0.499
Mon Nov 06 2017 14:38:00 GMT+0800 (SGT),1.8955,4.082,0.0005,-2.186,,,51.42,46.391,25,0.528
Mon Nov 06 2017 14:39:00 GMT+0800 (SGT),1.7475,4.1315,-0.0235,-2.4085,,,51.39,48.728,25,0.57
Mon Nov 06 2017 14:40:00 GMT+0800 (SGT),1.631,4.066,-0.0775,-2.513,,,51.385,48.594,25,0.616
Mon Nov 06 2017 14:41:00 GMT+0800 (SGT),1.5995,3.944,0.125,-2.314,,,51.36,48.776,25,0.652
Mon Nov 06 2017 14:42:00 GMT+0800 (SGT),1.698,3.8715,0.057,-2.116,,,51.37,42.6505,25,0.68
Mon Nov 06 2017 14:43:00 GMT+0800 (SGT),1.7225,3.891,-0.003,-2.171,,,51.365,42.783,25,0.692
Mon Nov 06 2017 14:44:00 GMT+0800 (SGT),1.6365,4.0525,0.0725,-2.3435,,,51.33,48.87,25,0.698
Mon Nov 06 2017 14:45:00 GMT+0800 (SGT),1.547,3.72,0.046,-2.1265,,,51.34,45.9415,25,0.708
Mon Nov 06 2017 14:46:00 GMT+0800 (SGT),1.6165,4.119,0.0615,-2.4415,,,51.32,45.723,25,0.7225
Mon Nov 06 2017 14:47:00 GMT+0800 (SGT),1.7835,4.104,-0.052,-2.3785,,,51.31,42.229,25,0.727
Mon Nov 06 2017 14:48:00 GMT+0800 (SGT),1.844,3.909,-0.099,-2.1545,,,51.325,40.905,25,0.725
Mon Nov 06 2017 14:49:00 GMT+0800 (SGT),1.8755,3.844,0.0205,-1.948,,,51.315,40.4045,25,0.714
Mon Nov 06 2017 14:50:00 GMT+0800 (SGT),1.9395,4.1765,0.178,-2.0585,,,51.32,37.907,25,0.705
Mon Nov 06 2017 14:51:00 GMT+0800 (SGT),2.042,3.86,0.041,-1.777,,,51.33,35.086,25,0.7
Mon Nov 06 2017 14:52:00 GMT+0800 (SGT),2.2995,3.651,-0.194,-1.545,,,51.35,30.406,25,0.679
Mon Nov 06 2017 14:53:00 GMT+0800 (SGT),2.5015,3.93,0.09,-1.3385,,,51.365,27.4705,25,0.647
Mon Nov 06 2017 14:54:00 GMT+0800 (SGT),2.525,3.833,-0.0185,-1.244,,,51.355,26.976,25,0.591
Mon Nov 06 2017 14:55:00 GMT+0800 (SGT),2.441,4.153,0.053,-1.902,,,51.34,30.972,25,0.5645
Mon Nov 06 2017 14:56:00 GMT+0800 (SGT),2.334,4.1285,-0.0255,-1.82,,,51.3,36.005,25,0.554
Mon Nov 06 2017 14:57:00 GMT+0800 (SGT),2.272,4.1085,-0.0135,-1.85,,,51.29,35.5255,25,0.566
Mon Nov 06 2017 14:58:00 GMT+0800 (SGT),2.289,4.071,0.071,-1.711,,,51.3,35.704,25,0.573
Mon Nov 06 2017 14:59:00 GMT+0800 (SGT),2.3105,3.7245,0.021,-1.393,,,51.305,27.7895,24.5,0.571
Mon Nov 06 2017 15:00:00 GMT+0800 (SGT),2.5385,3.709,0.0345,-1.1355,,,51.32,26.4445,24,0.561
Mon Nov 06 2017 15:01:00 GMT+0800 (SGT),2.7075,3.8905,0.132,-1.0505,,,51.345,21.005,24,0.525
Mon Nov 06 2017 15:02:00 GMT+0800 (SGT),2.883,3.669,0.007,-0.7975,,,51.365,16.5025,24,0.494
Mon Nov 06 2017 15:03:00 GMT+0800 (SGT),2.928,3.624,0.0605,-0.6345,,,51.365,15.308,24,0.456
Mon Nov 06 2017 15:04:00 GMT+0800 (SGT),3.0165,3.7365,0.009,-0.711,,,51.375,15.146,24,0.423
Mon Nov 06 2017 15:05:00 GMT+0800 (SGT),3.038,4.1035,-0.0285,-1.094,,,51.36,21.657,24,0.392
Mon Nov 06 2017 15:06:00 GMT+0800 (SGT),3.022,3.999,-0.0015,-0.9785,,,51.345,19.4785,24,0.377
Mon Nov 06 2017 15:07:00 GMT+0800 (SGT),2.9445,3.7555,-0.032,-0.843,,,51.335,21.671,24,0.364
Mon Nov 06 2017 15:08:00 GMT+0800 (SGT),2.737,3.8655,-0.025,-1.1535,,,51.31,25.901,24,0.362
Mon Nov 06 2017 15:09:00 GMT+0800 (SGT),2.5075,3.92,0.052,-1.361,,,51.275,28.264,24,0.371
Mon Nov 06 2017 15:10:00 GMT+0800 (SGT),2.3735,3.931,0.006,-1.551,,,51.245,31.459,24,0.392
Mon Nov 06 2017 15:11:00 GMT+0800 (SGT),2.1905,4.2355,-0.06,-2.106,,,51.2,45.439,24,0.422
Mon Nov 06 2017 15:12:00 GMT+0800 (SGT),1.8475,3.9605,-0.0615,-2.1745,,,51.18,40.49,24,0.455
Mon Nov 06 2017 15:13:00 GMT+0800 (SGT),1.55,3.5675,0.079,-1.937,,,51.175,39.576,24,0.498
Mon Nov 06 2017 15:14:00 GMT+0800 (SGT),1.505,3.675,-0.109,-2.279,,,51.16,41.53,24,0.531
Mon Nov 06 2017 15:15:00 GMT+0800 (SGT),1.434,3.6555,0.081,-2.14,,,51.125,41.7225,24,0.563
Mon Nov 06 2017 15:16:00 GMT+0800 (SGT),1.304,3.8855,0.0405,-2.54,,,51.095,48.1905,24,0.607
